No.;CODIGO_ANTERIOR;CODIGO_SISTEMA;Latitud_X;Longitud_Y;MUNICIPIO;TIPO;CODIGO IVC2;CODIGO MUESTREO;CODIGO_AT;ID_SSPD;TIPO_SISTEMA_TRATAMIENTO;TIPO_SISTEMA_TRATAMIENTO_AGRUPADO;ALGUN_TIPO_TRATAMIENTO;LOCALIDADES ABASTECIDAS;NUMERO_LOCALIDADES;ARO;Persona Prestadora;Forma_organizativa;Registrados_SSPD;SIVICAP_Registrados_SSPD;SUSCRIPTORES;POBLACION;Ultimo_IRCA_reportado;Nivel_Riesgo_ultimo_IRCA;Fecha_Ultimo_IRCA_reportado;Punto_Toma_Ultimo_IRCA;IRCA_2020;Nivel_de_Riesgo_2020;Fecha_Ultimo_IRCA_2020;Punto_Muestreo_2020;IRCA_2021;Nivel_de_Riesgo_2021;Fecha_Ultimo_IRCA_2021;Punto_Muestreo_2021;IRCA_2022;Nivel_de_Riesgo_2022;Fecha_Ultimo_IRCA_2022;Punto_Muestreo_2022;IRCA_2023;Nivel_de_Riesgo_2023;Fecha_Ultimo_IRCA_2023;Punto_Muestreo_2023;IRCA_2024;Nivel_de_Riesgo_2024;Fecha_Ultimo_IRCA_2024;Punto_Muestreo_2024;IRCA_2025;Nivel_de_Riesgo_2025;Fecha_Ultimo_IRCA_2025;Punto_Muestreo_2025;IRCA_2026;Nivel_de_Riesgo_2026;Fecha_Ultimo_IRCA_2026;Punto_Toma_2026;IRCA_Promedio;Img_bocatoma;Nivel de Riesgo_2020;Fecha ultimo IRCA_2020;Nivel de Riesgo_2021;Fecha ultimo IRCA_2021;Nivel de Riesgo_2022;Fecha ultimo IRCA_2022;Nivel de Riesgo_2023;FECHA_IRCA_2023;Fecha_IRCA_2024;Nivel_Riesgo_2025;Punto_Toma_2025
19;81280;2161;4.789765;-76.000149;ANSERMANUEVO;CENTRO POBLADO;81280;106109;111763;;SOLO DESINFECCION;Solo desinfección;No;BARRIO SALAZAR;2;NORTE CARTAGO;ACUEDUCTO COMUNITARIO SALAZAR;AUTOGESTION;;;280;1120;31.11;;24/11/2025;Grifo;0.00;SIN RIESGO;30/09/2020;Sin Dato;0.00;SIN RIESGO;10/02/2021;Sin Dato;31.11;MEDIO;06/12/2022;Sin Dato;24.56;MEDIO;14/03/2023;Sin Dato;58.39;ALTO;10/10/2024;Grifo;31.11;MEDIO;24/11/2025;Grifo;;;;Sin Toma;24.20;;SIN RIESGO;30/09/2020;SIN RIESGO;10/02/2021;MEDIO;06/12/2022;MEDIO;14/03/2023;10/10/2024;MEDIO;Grifo
35;96313;;;;ANSERMANUEVO;DISPERSA;96313;;;;NINGUNO;Ninguno;No;CALABAZAS;1;NORTE CARTAGO;JUNTA DE ACCION COMUNAL VEREDA CALABAZAS DEL MUNICIPIO DE ANSERMANUEVO DEPARTAMENTO DEL VALL;AUTOGESTION;;;0;0;;;;Sin Toma;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;;;;;;;;;;;;;Sin Dato
32;110129;3460;4.779169;-76.107503;ANSERMANUEVO;DISPERSA;110129;109398;110144;;SOLO DESINFECCION;Solo desinfección;No;EL CASTILLO;1;NORTE CARTAGO;JUNTA ADMON ACUEDUCTO EL CASTILLO ALTO Y BAJO;AUTOGESTION;;;35;40;62.41;;27/10/2025;Grifo;63.58;ALTO;26/08/2020;Sin Dato;80.81;INVIABLE SANITARIAMENTE;27/04/2021;Sin Dato;57.55;ALTO;18/07/2022;Sin Dato;56.74;ALTO;29/03/2023;Sin Dato;78.01;ALTO;17/07/2024;Grifo;62.41;ALTO;27/10/2025;Grifo;;;;Sin Toma;66.52;;ALTO;26/08/2020;INVIABLE SANITARIAMENTE;27/04/2021;ALTO;18/07/2022;ALTO;29/03/2023;17/07/2024;ALTO;Grifo
20;126849;2158;4.789756;-76.059503;ANSERMANUEVO;DISPERSA;126849;119317;118803;;NINGUNO;Ninguno;No;EL DIAMANTE;1;NORTE CARTAGO;ACUEDUCTO RURAL EL DIAMANTE;AUTOGESTION;;;25;100;52.55;;21/01/2026;Grifo;89.94;INVIABLE SANITARIAMENTE;12/11/2020;Sin Dato;80.81;INVIABLE SANITARIAMENTE;23/06/2021;Sin Dato;51.06;ALTO;26/09/2022;Sin Dato;89.05;INVIABLE SANITARIAMENTE;11/10/2023;Sin Dato;86.52;INVIABLE SANITARIAMENTE;13/08/2024;Grifo;89.93;INVIABLE SANITARIAMENTE;02/09/2025;Grifo;52.55;ALTO;21/01/2026;Grifo;77.12;;INVIABLE SANITARIAMENTE;12/11/2020;INVIABLE SANITARIAMENTE;23/06/2021;ALTO;26/09/2022;INVIABLE SANITARIAMENTE;11/10/2023;13/08/2024;INVIABLE SANITARIAMENTE;Grifo
23;81560;2154;4.846694;-76.134722;ANSERMANUEVO;DISPERSA;81560;115478;117792;23152;SOLO DESINFECCION;Solo desinfección;No;EL ROBLE, LUSITANIA, LA DIAMANTINA;3;NORTE CARTAGO;ASOCIACION DE USUARIOS DEL ACUEDUCTOS DEL ROBLE MUNICIPIO DE ANSERMANUEVO -ACUAROBLE - SISTEMA 1;EMPRESA DE SERVICIOS PUPLICOS;;;135;0;85.27;;27/04/2026;Grifo;72.19;ALTO;12/11/2020;Sin Dato;82.47;INVIABLE SANITARIAMENTE;17/03/2021;Sin Dato;81.48;INVIABLE SANITARIAMENTE;06/12/2022;Sin Dato;86.52;INVIABLE SANITARIAMENTE;14/03/2023;Sin Dato;58.39;ALTO;25/11/2024;Grifo;81.29;INVIABLE SANITARIAMENTE;02/09/2025;Grifo;85.27;INVIABLE SANITARIAMENTE;27/04/2026;Grifo;78.23;;ALTO;12/11/2020;INVIABLE SANITARIAMENTE;17/03/2021;INVIABLE SANITARIAMENTE;06/12/2022;INVIABLE SANITARIAMENTE;14/03/2023;25/11/2024;INVIABLE SANITARIAMENTE;Grifo
31;143327;3459;4.779389;-76.132139;ANSERMANUEVO;DISPERSA;143327;;143319;;NINGUNO;Ninguno;No;EL TIGRE;1;NORTE CARTAGO;JUNTA ADMINISTRADORA ACUEDUCTO RURAL EL TIGRE( VEREDA BAJO TIGRE);AUTOGESTION;;;37;148;93.98;;27/10/2025;Grifo;;;;Sin Dato;80.81;INVIABLE SANITARIAMENTE;27/04/2021;Sin Dato;80.14;INVIABLE SANITARIAMENTE;25/04/2022;Sin Dato;86.52;INVIABLE SANITARIAMENTE;04/07/2023;Sin Dato;79.14;ALTO;10/09/2024;Grifo;93.98;INVIABLE SANITARIAMENTE;27/10/2025;Grifo;;;;Sin Toma;84.12;;;;INVIABLE SANITARIAMENTE;27/04/2021;INVIABLE SANITARIAMENTE;25/04/2022;INVIABLE SANITARIAMENTE;04/07/2023;10/09/2024;INVIABLE SANITARIAMENTE;Grifo
33;87910;3458;4.780883;-76.128422;ANSERMANUEVO;DISPERSA;87910;110602;112782;;NINGUNO;Ninguno;No;EL TIGRE;1;NORTE CARTAGO;JUNTA ADMON ACUEDUCTO EL TIGRE (VEREDA ALTO TIGRE);AUTOGESTION;;;16;64;78.01;;09/04/2024;Grifo;63.58;ALTO;26/08/2020;Sin Dato;80.81;INVIABLE SANITARIAMENTE;23/06/2021;Sin Dato;;;;Sin Dato;;;;Sin Dato;78.01;ALTO;09/04/2024;Grifo;;;;Sin Dato;;;;Sin Toma;74.13;;ALTO;26/08/2020;INVIABLE SANITARIAMENTE;23/06/2021;;;;;09/04/2024;;Sin Dato
34;80699;532;4.819986;-76.091036;ANSERMANUEVO;CENTRO POBLADO;80699;106115;115315;;SOLO DESINFECCION;Solo desinfección;No;EL VILLAR;1;NORTE CARTAGO;JUNTA DE ACCION COMUNAL ACUEDUCTO EL VILLAR;AUTOGESTION;;;168;672;1.84;;23/02/2026;Grifo;0.00;SIN RIESGO;30/09/2020;Sin Dato;0.00;SIN RIESGO;10/02/2021;Sin Dato;21.58;MEDIO;18/07/2022;Sin Dato;24.56;MEDIO;29/03/2023;Sin Dato;78.01;ALTO;26/06/2024;Grifo;81.48;INVIABLE SANITARIAMENTE;14/10/2025;Grifo;1.84;SIN RIESGO;23/02/2026;Grifo;29.64;;SIN RIESGO;30/09/2020;SIN RIESGO;10/02/2021;MEDIO;18/07/2022;MEDIO;29/03/2023;26/06/2024;INVIABLE SANITARIAMENTE;Grifo
30;80702;2147;4.755024;-76.080223;ANSERMANUEVO;DISPERSA;80702;106112;109546;;SOLO DESINFECCION;Solo desinfección;No;LA CABANA.;1;NORTE CARTAGO;ASOCIACION GESTORA COMUNITARIA DEL AGUA DEL CORREGIMIENTO LA CABANA;AUTOGESTION;;;42;168;85.27;;27/04/2026;Grifo;63.58;ALTO;26/08/2020;Sin Dato;0.00;SIN RIESGO;27/04/2021;Sin Dato;57.55;ALTO;11/10/2022;Sin Dato;24.56;MEDIO;29/03/2023;Sin Dato;0.00;SIN RIESGO;10/10/2024;Grifo;62.61;ALTO;14/10/2025;Grifo;85.27;INVIABLE SANITARIAMENTE;27/04/2026;Grifo;41.94;;ALTO;26/08/2020;SIN RIESGO;27/04/2021;ALTO;11/10/2022;MEDIO;29/03/2023;10/10/2024;ALTO;Grifo
27;102412;530;4.828097;-76.110261;ANSERMANUEVO;DISPERSA;102412;106117;112667;;SOLO DESINFECCION;Solo desinfección;No;LA DIVISA;1;NORTE CARTAGO;ASOCIACION GESTION COMUNITARIA DE AGUA DE LA COMUNIDAD VEREDA LA DIVISA;AUTOGESTION;;;14;56;93.98;;23/02/2026;Grifo;64.33;ALTO;30/09/2020;Sin Dato;89.29;INVIABLE SANITARIAMENTE;10/02/2021;Sin Dato;79.14;ALTO;18/07/2022;Sin Dato;78.01;ALTO;20/06/2023;Sin Dato;82.48;INVIABLE SANITARIAMENTE;25/11/2024;Grifo;90.37;INVIABLE SANITARIAMENTE;14/10/2025;Grifo;93.98;INVIABLE SANITARIAMENTE;23/02/2026;Grifo;82.51;;ALTO;30/09/2020;INVIABLE SANITARIAMENTE;10/02/2021;ALTO;18/07/2022;ALTO;20/06/2023;25/11/2024;INVIABLE SANITARIAMENTE;Grifo
21;97410;528;4.831394;-76.100792;ANSERMANUEVO;DISPERSA;97410;106111;110328;;SOLO DESINFECCION;Solo desinfección;No;LA ESPERANZA;1;NORTE CARTAGO;ACUEDUCTO RURAL VEREDA LA ESPERANZA;AUTOGESTION;;;28;0;84.96;;23/02/2026;Grifo;0.00;SIN RIESGO;30/09/2020;Sin Dato;89.29;INVIABLE SANITARIAMENTE;10/02/2021;Sin Dato;57.55;ALTO;18/07/2022;Sin Dato;78.01;ALTO;20/06/2023;Sin Dato;58.39;ALTO;25/11/2024;Grifo;81.48;INVIABLE SANITARIAMENTE;14/10/2025;Grifo;84.96;INVIABLE SANITARIAMENTE;23/02/2026;Grifo;64.24;;SIN RIESGO;30/09/2020;INVIABLE SANITARIAMENTE;10/02/2021;ALTO;18/07/2022;ALTO;20/06/2023;25/11/2024;INVIABLE SANITARIAMENTE;Grifo
18;81281;527;4.798836;-76.086681;ANSERMANUEVO;DISPERSA;81281;106113;118020;;SOLO DESINFECCION;Solo desinfección;No;LA HONDURA;1;NORTE CARTAGO;ACUEDUCTO COMUNITARIO LA HONDURA;AUTOGESTION;;;38;152;77.67;;23/02/2026;Grifo;24.56;MEDIO;30/09/2020;Sin Dato;0.00;SIN RIESGO;10/02/2021;Sin Dato;29.79;MEDIO;20/09/2022;Sin Dato;78.01;ALTO;29/03/2023;Sin Dato;82.48;INVIABLE SANITARIAMENTE;25/11/2024;Grifo;59.26;ALTO;14/10/2025;Grifo;77.67;ALTO;23/02/2026;Grifo;50.25;;MEDIO;30/09/2020;SIN RIESGO;10/02/2021;MEDIO;20/09/2022;ALTO;29/03/2023;25/11/2024;ALTO;Grifo
28;88266;3457;4.767839;-76.102456;ANSERMANUEVO;DISPERSA;88266;110449;110092;;SOLO DESINFECCION;Solo desinfección;No;LA POPALITA;1;NORTE CARTAGO;ASOCIACION GESTION COMUNITARIA DEL AGUA DE LA COMUNIDAD RURAL LA POPALITA;AUTOGESTION;;;26;104;91.73;;27/10/2025;Grifo;63.58;ALTO;26/08/2020;Sin Dato;80.81;INVIABLE SANITARIAMENTE;27/04/2021;Sin Dato;87.77;INVIABLE SANITARIAMENTE;18/07/2022;Sin Dato;86.52;INVIABLE SANITARIAMENTE;29/03/2023;Sin Dato;80.29;INVIABLE SANITARIAMENTE;10/10/2024;Grifo;91.73;INVIABLE SANITARIAMENTE;27/10/2025;Grifo;;;;Sin Toma;81.78;;ALTO;26/08/2020;INVIABLE SANITARIAMENTE;27/04/2021;INVIABLE SANITARIAMENTE;18/07/2022;INVIABLE SANITARIAMENTE;29/03/2023;10/10/2024;INVIABLE SANITARIAMENTE;Grifo
24;88339;3461;4.824403;-76.059503;ANSERMANUEVO;DISPERSA;88339;127900;133964;23152;NINGUNO;Ninguno;No;LA QUIEBRA DEL ROBLE, EL CIPRES, SANTA BARBARA, TRES ESQUINAS, LA PUERTA;5;NORTE CARTAGO;ASOCIACION DE USUARIOS DEL ACUEDUCTOS DEL ROBLE MUNICIPIO DE ANSERMANUEVO - ACUAROBLE - SISTEMA 2;EMPRESA DE SERVICIOS PUPLICOS;;;96;384;;;;Sin Toma;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;;;;;;;;;;;;;Sin Dato
22;103903;2160;4.763733;-76.079669;ANSERMANUEVO;DISPERSA;103903;116852;126629;;NINGUNO;Ninguno;No;LAS PALOMAS;1;NORTE CARTAGO;ACUEDUCTO VEREDAS LAS PALOMAS- EL BOSQUE;AUTOGESTION;;;17;68;85.27;;27/04/2026;Grifo;63.58;ALTO;26/08/2020;Sin Dato;82.47;INVIABLE SANITARIAMENTE;17/03/2021;Sin Dato;55.94;ALTO;29/06/2022;Sin Dato;87.77;INVIABLE SANITARIAMENTE;25/07/2023;Sin Dato;58.39;ALTO;25/11/2024;Grifo;81.29;INVIABLE SANITARIAMENTE;02/09/2025;Grifo;85.27;INVIABLE SANITARIAMENTE;27/04/2026;Grifo;73.53;;ALTO;26/08/2020;INVIABLE SANITARIAMENTE;17/03/2021;ALTO;29/06/2022;INVIABLE SANITARIAMENTE;25/07/2023;25/11/2024;INVIABLE SANITARIAMENTE;Grifo
26;103159;19800;4.828639;-76.023639;ANSERMANUEVO;DISPERSA;103159;;110372;;NINGUNO;Ninguno;No;REAL BRILLANTE;2;NORTE CARTAGO;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA EL REAL BRILLANTE;AUTOGESTION;;;10;0;;;;Sin Toma;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;;;;;;;;;;;;;Sin Dato
29;110255;2149;4.786725;-76.079417;ANSERMANUEVO;DISPERSA;110255;110596;110138;;SOLO DESINFECCION;Solo desinfección;No;REAL PLACER;2;NORTE CARTAGO;ASOCIACION GESTORA COMUNITARIA DEL AGUA DE LA COMUNIDAD RURAL REAL PLACER (ACUAPLACER);AUTOGESTION;;;9;36;0.00;SIN RIESGO;27/04/2026;Filtro;0.00;SIN RIESGO;12/02/2020;Sin Dato;82.47;INVIABLE SANITARIAMENTE;17/03/2021;Sin Dato;55.94;ALTO;29/06/2022;Sin Dato;54.42;ALTO;14/03/2023;Sin Dato;56.74;ALTO;13/08/2024;Grifo;2.91;SIN RIESGO;27/10/2025;Filtro;0.00;SIN RIESGO;27/04/2026;Filtro;36.07;;SIN RIESGO;12/02/2020;INVIABLE SANITARIAMENTE;17/03/2021;ALTO;29/06/2022;ALTO;14/03/2023;13/08/2024;SIN RIESGO;Filtro
43;81278;1068;4.725106;-76.122339;ARGELIA;DISPERSA;81278;126053;126630;;SOLO DESINFECCION;Solo desinfección;No;BARRIO VILLANUBIA;2;NORTE CARTAGO;JUNTA ADMINISTRADORA DEL ACUEDUCTO BARRIO VILLA NUBIA;AUTOGESTION;;;14;56;17.75;;03/09/2025;Grifo;88.89;INVIABLE SANITARIAMENTE;16/09/2020;Sin Dato;30.30;MEDIO;29/06/2021;Sin Dato;35.93;ALTO;20/10/2022;Sin Dato;0.00;SIN RIESGO;15/03/2023;Sin Dato;0.00;SIN RIESGO;26/08/2024;Grifo;17.75;MEDIO;03/09/2025;Grifo;;;;Sin Toma;28.81;;INVIABLE SANITARIAMENTE;16/09/2020;MEDIO;29/06/2021;ALTO;20/10/2022;SIN RIESGO;15/03/2023;26/08/2024;MEDIO;Grifo
44;91935;;4.100292;-76.066636;ARGELIA;DISPERSA;91935;;;;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;No;CALENTADORES;1;NORTE CARTAGO;JUNTA ADMINISTRATIVA CALENTADORES;AUTOGESTION;;;19;76;;;;Sin Toma;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;;;;;;;;;;;;;Sin Dato
40;80692;1029;4.657419;-76.135517;ARGELIA;DISPERSA;80692;106084;109630;24741;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;No;LA CRISTALINA;1;NORTE CARTAGO;ASOCIACION DE USUARIOS DEL ACUEDUCTO LA CRISTALINA;EMPRESA DE SERVICIOS PUPLICOS;;;18;72;0.00;SIN RIESGO;11/03/2026;Otro;87.86;INVIABLE SANITARIAMENTE;01/06/2020;Sin Dato;0.00;SIN RIESGO;02/03/2021;Sin Dato;58.39;ALTO;20/10/2022;Sin Dato;82.99;INVIABLE SANITARIAMENTE;15/03/2023;Sin Dato;79.14;ALTO;26/08/2024;Grifo;87.77;INVIABLE SANITARIAMENTE;09/09/2025;Grifo;0.00;SIN RIESGO;11/03/2026;Otro;56.59;;INVIABLE SANITARIAMENTE;01/06/2020;SIN RIESGO;02/03/2021;ALTO;20/10/2022;INVIABLE SANITARIAMENTE;15/03/2023;26/08/2024;INVIABLE SANITARIAMENTE;Grifo
41;81233;3508;4.707275;-76.136661;ARGELIA;DISPERSA;81233;106080;109542;24742;SOLO DESINFECCION;Solo desinfección;No;LA PALMA, LA BELLA, LA TEBAIDA, CALENTADEROS, RECREO, CRUCERO.;6;NORTE CARTAGO;ASOCIACION DE USUARIOS DEL ACUEDUCTO LA PALMA;EMPRESA DE SERVICIOS PUPLICOS;;;92;368;87.77;;11/03/2026;Grifo;70.52;ALTO;01/06/2020;Sin Dato;0.00;SIN RIESGO;02/03/2021;Sin Dato;43.80;ALTO;16/11/2022;Sin Dato;86.52;INVIABLE SANITARIAMENTE;15/03/2023;Sin Dato;0.00;SIN RIESGO;20/11/2024;Filtro;0.00;SIN RIESGO;03/09/2025;Filtro;87.77;INVIABLE SANITARIAMENTE;11/03/2026;Grifo;41.23;;ALTO;01/06/2020;SIN RIESGO;02/03/2021;ALTO;16/11/2022;INVIABLE SANITARIAMENTE;15/03/2023;20/11/2024;SIN RIESGO;Filtro
38;11932;1027;4.684519;-76.129792;ARGELIA;CENTRO POBLADO;11932;116647;116646;20634;SOLUCIONES_INDIVIDUALES (40_TARRITOS);Soluciones_Individuales;No;LA SOLEDAD , LA PAZ, LA PRIMAVERA, TARRITOS, EL RIO;5;NORTE CARTAGO;ADMINISTRACION COOPERATIVA SAN ROQUE- LA SOLEDAD;EMPRESA DE SERVICIOS PUPLICOS;;;200;800;45.87;;03/09/2025;Filtro;88.89;INVIABLE SANITARIAMENTE;16/09/2020;Sin Dato;80.81;INVIABLE SANITARIAMENTE;29/06/2021;Sin Dato;82.09;INVIABLE SANITARIAMENTE;16/11/2022;Sin Dato;78.01;ALTO;22/08/2023;Sin Dato;79.14;ALTO;26/08/2024;Grifo;45.87;ALTO;03/09/2025;Filtro;;;;Sin Toma;75.80;;INVIABLE SANITARIAMENTE;16/09/2020;INVIABLE SANITARIAMENTE;29/06/2021;INVIABLE SANITARIAMENTE;16/11/2022;ALTO;22/08/2023;26/08/2024;ALTO;Filtro
39;91938;3511;4.725194;-76.153525;ARGELIA;CENTRO POBLADO;91938;115191;116639;20634;SOLO DESINFECCION;Solo desinfección;No;LAS BRISAS, EL RAIZAL, LA AURORA, CAJONES, LA PAZ;5;NORTE CARTAGO;ADMINISTRACION COOPERATIVA SAN ROQUE-LAS BRISAS - RAIZAL SISTEMA # 2;EMPRESA DE SERVICIOS PUPLICOS;;;200;800;0.00;SIN RIESGO;11/03/2026;Grifo;69.01;ALTO;16/09/2020;Sin Dato;31.91;MEDIO;02/03/2021;Sin Dato;0.00;SIN RIESGO;14/09/2022;Sin Dato;0.00;SIN RIESGO;22/08/2023;Sin Dato;0.00;SIN RIESGO;21/05/2024;Grifo;0.00;SIN RIESGO;03/09/2025;Grifo;0.00;SIN RIESGO;11/03/2026;Grifo;14.42;;ALTO;16/09/2020;MEDIO;02/03/2021;SIN RIESGO;14/09/2022;SIN RIESGO;22/08/2023;21/05/2024;SIN RIESGO;Grifo
63;112140;;4.411886;-76.325492;BOLIVAR;CENTRO POBLADO;112140;113512;125794;;NINGUNO;Ninguno;No;AGUAS LINDAS;2;CENTRO TULUA;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LAS VEREDAS AGUAS LINDAS Y BUENOS AIRES;AUTOGESTION;;;61;244;78.01;;18/04/2023;Grifo;71.51;ALTO;27/07/2020;Sin Dato;89.47;INVIABLE SANITARIAMENTE;01/03/2021;Sin Dato;89.60;INVIABLE SANITARIAMENTE;21/06/2022;Sin Dato;78.01;ALTO;18/04/2023;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;82.15;;ALTO;27/07/2020;INVIABLE SANITARIAMENTE;01/03/2021;INVIABLE SANITARIAMENTE;21/06/2022;ALTO;18/04/2023;;;Sin Dato
69;103477;11893;4.439953;-76.309469;BOLIVAR;CENTRO POBLADO;103477;113724;109854;;SOLO DESINFECCION;Solo desinfección;No;BETANIA;1;CENTRO TULUA;MANANTIALES DE BETANIA MABE;AUTOGESTION;;;105;420;56.74;;18/04/2023;Grifo;72.25;ALTO;01/06/2020;Sin Dato;23.26;MEDIO;22/07/2021;Sin Dato;87.86;INVIABLE SANITARIAMENTE;21/06/2022;Sin Dato;56.74;ALTO;18/04/2023;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;60.03;;ALTO;01/06/2020;MEDIO;22/07/2021;INVIABLE SANITARIAMENTE;21/06/2022;ALTO;18/04/2023;;;Sin Dato
58;121705;2171;4.396928;-76.251719;BOLIVAR;DISPERSA;121705;122025;121708;;SOLO DESINFECCION;Solo desinfección;No;BUENOS AIRES;2;CENTRO TULUA;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE BUENOS AIRES;AUTOGESTION;;;30;120;36.14;;14/07/2025;Grifo;8.63;BAJO;14/12/2020;Sin Dato;46.51;ALTO;22/07/2021;Sin Dato;43.80;ALTO;09/11/2022;Sin Dato;29.79;MEDIO;15/03/2023;Sin Dato;21.58;MEDIO;16/10/2024;Grifo;36.14;ALTO;14/07/2025;Grifo;;;;Sin Toma;31.08;;BAJO;14/12/2020;ALTO;22/07/2021;ALTO;09/11/2022;MEDIO;15/03/2023;16/10/2024;ALTO;Grifo
49;125671;;4.476075;-76.294561;BOLIVAR;DISPERSA;125671;144829;125655;;NINGUNO;Ninguno;No;CABANA ALTA;1;CENTRO TULUA;ACUEDUCTO RURAL CABANA ALTA;AUTOGESTION;;;15;60;56.74;;18/04/2023;Grifo;;;;Sin Dato;82.71;INVIABLE SANITARIAMENTE;01/03/2021;Sin Dato;82.27;INVIABLE SANITARIAMENTE;05/12/2022;Sin Dato;56.74;ALTO;18/04/2023;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;73.91;;;;INVIABLE SANITARIAMENTE;01/03/2021;INVIABLE SANITARIAMENTE;05/12/2022;ALTO;18/04/2023;;;Sin Dato
50;125674;11681;4.180136;-76.158892;BOLIVAR;DISPERSA;125674;144830;125658;;NINGUNO;Ninguno;No;CABANA BAJA;1;CENTRO TULUA;ACUEDUCTO RURAL CABANA BAJA;AUTOGESTION;;;17;68;56.74;;18/04/2023;Grifo;33.52;MEDIO;26/07/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;22/07/2021;Sin Dato;80.92;INVIABLE SANITARIAMENTE;21/06/2022;Sin Dato;56.74;ALTO;18/04/2023;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;64.11;;MEDIO;26/07/2020;INVIABLE SANITARIAMENTE;22/07/2021;INVIABLE SANITARIAMENTE;21/06/2022;ALTO;18/04/2023;;;Sin Dato
67;60381;200;4.279806;-76.286969;BOLIVAR;CENTRO POBLADO;60381;109417;109961;;SOLO DESINFECCION;Solo desinfección;No;CERRO AZUL, LA SOLEDAD;3;CENTRO TULUA;ASOCIACION USUARIOS ACUEDUCTO COLECTIVO CERRO AZUL;AUTOGESTION;;;250;1000;0.00;SIN RIESGO;27/08/2025;Grifo;1.75;SIN RIESGO;23/09/2020;Sin Dato;2.52;SIN RIESGO;09/02/2021;Sin Dato;81.87;INVIABLE SANITARIAMENTE;19/09/2022;Sin Dato;21.28;MEDIO;03/05/2023;Sin Dato;21.90;MEDIO;18/09/2024;Grifo;0.00;SIN RIESGO;27/08/2025;Grifo;;;;Sin Toma;21.55;;SIN RIESGO;23/09/2020;SIN RIESGO;09/02/2021;INVIABLE SANITARIAMENTE;19/09/2022;MEDIO;03/05/2023;18/09/2024;SIN RIESGO;Grifo
68;122557;;4.301117;-76.380450;BOLIVAR;DISPERSA;122557;118206;;;SOLO DESINFECCION;Solo desinfección;No;CRISTALES, MORAITO, DOS QUEBRADAS;3;CENTRO TULUA;COMITE PROACUEDUCTO CRISTALES;AUTOGESTION;;;65;260;56.74;;15/05/2023;Grifo;46.24;ALTO;27/07/2020;Sin Dato;0.00;SIN RIESGO;24/06/2021;Sin Dato;82.84;INVIABLE SANITARIAMENTE;27/07/2022;Sin Dato;56.74;ALTO;15/05/2023;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;46.46;;ALTO;27/07/2020;SIN RIESGO;24/06/2021;INVIABLE SANITARIAMENTE;27/07/2022;ALTO;15/05/2023;;;Sin Dato
54;113587;2168;4.356414;-76.353072;BOLIVAR;CENTRO POBLADO;113587;113586;112346;23132;SOLO DESINFECCION;Solo desinfección;No;DE NARANJAL;2;CENTRO TULUA;ASOCIACION DE USUARIOS ACUEDCUTO DE NARANJAL;EMPRESA DE SERVICIOS PUPLICOS;;;500;2000;21.90;;27/08/2025;Grifo;0.00;SIN RIESGO;28/10/2020;Sin Dato;0.00;SIN RIESGO;24/06/2021;Sin Dato;89.05;INVIABLE SANITARIAMENTE;31/10/2022;Sin Dato;28.97;MEDIO;20/02/2023;Sin Dato;21.90;MEDIO;12/11/2024;Grifo;21.90;MEDIO;27/08/2025;Grifo;;;;Sin Toma;26.97;;SIN RIESGO;28/10/2020;SIN RIESGO;24/06/2021;INVIABLE SANITARIAMENTE;31/10/2022;MEDIO;20/02/2023;12/11/2024;MEDIO;Grifo
