ID_SEDE_IRCA;COD_DANE;MUNICIPIO;NOMBRE_SEDE_IRCA;ZONA_IRCA;DIRECCION_IRCA;NOMBRE_ABREVIADO_IRCA;TELEFONO_IRCA;ESTUDIANTES_ACTUAL;ESTUDIANTES_IRCAS;ESTUDIANTES_SEDESUESVALLE;ESTUDIANTES_MEN_REFERENCIA;FUENTE_MATRICULA_FINAL;ESTADO_COMPLEMENTO_MATRICULA;REQUIERE_VALIDACION_MATRICULA;CONECTADA_ACUEDUCTO;NOMBRE_ACUEDUCTO;IRCA_ORIGINAL;NIVEL_RIESGO_IRCA;CODIGO_SISA_ACUEDUCTO;TRATAMIENTO_EN_ESCUELA;FUENTE_ABASTO;CALIFICACION_BLOQUE_AGUA;CONCEPTO_SANITARIO;FECHA_VISITA;TIPO_CRUCE;ESTADO_CRUCE;ESTADO_GEORREFERENCIACION;OBSERVACION_CRUCE;ID_SEDESUESVALLE;INSTITUCION_INS;SEDE_INS;ESTADO_SEDE;NATURALEZA;JORNADA;NIVEL_EDUCATIVO;DIRECCION_MAPA;LONGITUD;LATITUD;LONGITUD_SEDESUESVALLE;LATITUD_SEDESUESVALLE;LONGITUD_MEN;LATITUD_MEN;FUENTE_COORDENADA;ESTADO_COORDENADA;BENEFICIARIOS_PAE_2025_1SI;TOTAL_GENERAL_INS;MEN_ANIO;MEN_ESTABLECIMIENTO;MEN_SEDE;MEN_ZONA;MEN_DIRECCION;MEN_METODO_CRUCE;MEN_SCORE_CRUCE;GRUPO_SEGUIMIENTO;RIESGO_IRCA_AGRUPADO;BRECHAS_INFORMACION;TIENE_BRECHA_INFORMACION;CALIDAD_DATO_SEDE;INDICE_PRIORIDAD_SANITARIA_ESCOLAR;NIVEL_PRIORIDAD_ANALITICA;ACCION_SUGERIDA;SCORE_PRIORIDAD;NIVEL_PRIORIDAD
293;176863000352;VERSALLES;I.E LA INMACULADA SEDE CAMILO TORRES;RURAL;VEREDA LA BALSORA;CAMILO TORRES;3117008150;221;221;221;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;JUNTA ADMINISTRADORA ACUEDUCTO RURAL VEREDA LA BALSORA;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;1282;ACUEDUCTO RURAL;QUEBRADA LA GRECIA - QUEBRADA EL CONSUELO;30/30;FAVORABLE;2025-11-20;COD_DANE_DUPLICADO_COORDENADA_COMUN;VALIDAR_DUPLICADO;GEORREFERENCIADA;"Código DANE duplicado en SedesUESVALLE; se asignó coordenada común.";875;INSTITUCION EDUCATIVA LA INMACULADA;INSTITUTO TECNICO COMERCIALCAMILO TORRES;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN MEDIA;CRA 2 # 7 - 44 BRR/GUAYABITO;-76.18099937;4.559267788;-76.18099937;4.559267788;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;221;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;CRUCE_PENDIENTE;SI;MEDIA;75.86;MUY ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;9.39;MUY ALTA
294;;CALIMA;I.E PABLO SEXTO SEDE PABLO SEXTO;RURAL;VDA EL MIRADOR;PABLO SEXTO;3187406466;67;67;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA DE EL MIRADOR;RIESGO MEDIO;MEDIO;9612;ACUEDUCTO RURAL;QUEBRADA LA GUAIRA;24/30;FAVORABLE CON REQUERIMIENTOS;2026-02-13;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;216;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_CANDIDATOS_MUNICIPIO;;PREVENTIVO;Medio;SIN_COORDENADA;SI;MEDIA;43.25;MEDIA;Mantener seguimiento preventivo por matrícula significativa.;3.85;BAJA
295;276126000354;CALIMA;I.E. JOHN F. KENNEDY SEDE ANTONIO NARIÑO;RURAL;VEREDA LA GUAIRA;ANTONIO NARIÑO;3150556969;4;4;4;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;JUNTA DE ACUEDUCTO LA GUAIRA;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;65514;ACUEDUCTO RURAL;QUEBRADA LA GUAIRA;23/30;FAVORABLE CON REQUERIMIENTOS;2026-02-26;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;218;CENTRO EDUCATIVO JOHN F. KENNEDY;ANTONIO NARIÑO;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA LA GUAIRA;-76.41760375;4.033070281;-76.41760375;4.033070281;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;4;;;;;;SIN_CANDIDATOS_MUNICIPIO;;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;67.17;ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;2.94;BAJA
296;276895000073;ZARZAL;ESCUELA REPUBLICA DE VENEZUELA;RURAL;SECTOR POBLADO QUEBRADA NUEVA;;3166617424;83;83;65;163;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS ACUDUCTO QUEBRADA NUEVA - ACUANUEVA;SIN RIESGO;SIN RIESGO;195;ACUEDUCTO RURAL;QUEBRADA LA GUAMERA;24.5;FAVORABLE CON REQUERIMIENTOS;2025-03-26;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;949;INSTIUCION EDUCATIVA LUIS GABRIEL UMAÑA MORALES;REPÚBLICA DE VENEZUELA;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN MEDIA;IPD DE QUEBRADANUEVA;-75.95221372;4.371424114;-75.95221372;4.371424114;-75.95;4.37;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;65;2.019;IE LUIS GABRIEL UMAÑA MORALES;REPÚBLICA DE VENEZUELA;RURAL;CORREG QUEBRADANUEVA;COINCIDENCIA_NOMBRE_FUERTE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;19.83;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
297;276233000120;DAGUA;I.E. EL PALMAR SEDE LAS DELICIAS;RURAL;VEREDA LAS DELICIAS;LAS DELICIAS;3135184801;8;8;8;19;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS DE ACUEDUCTO VEREDA LAS DELICIAS - ASAD ESP - PARTE BAJA;SIN RIESGO;SIN RIESGO;2870;ACUEDUCTO RURAL TOCOTA;QUEBRADA LA HONDA;15/30;FAVORABLE CON REQUERIMIENTOS;2026-01-29;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;231;INSTITUCION EDUCATIVA EL PALMAR;LAS DELICIAS;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA LAS DELICIAS;-76.78147369;3.587319703;-76.78147369;3.587319703;-76.78;3.59;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;8;2.019;IE EL PALMAR;LAS DELICIAS;RURAL;VDA LAS DELICIAS;COINCIDENCIA_NOMBRE_FUERTE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;13.76;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
298;276248000410;EL CERRITO;I.E. HERNANDO BORRERO CUADROS SEDE MARIA LUISA DE LA ESPADA;RURAL;CORREGIMIENTO AUJI;MARIA LUISA DE LA ESPADA;3165060744;6;6;6;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO AUJI;RIESGO ALTO;ALTO;1395;DESINFECCIÓN;QUEBRADA LA HONDA;29.97;FAVORABLE CON REQUERIMIENTOS;2026-04-15;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;378;INSTITUCION EDUCATIVA HERNANDO BORRERO CUADROS;MARIA LUISA DE LA ESPADA;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;CORREG AUJI;-76.11381784;3.617806303;-76.11381784;3.617806303;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;6;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.937;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;54.33;MEDIA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;2.66;BAJA
299;276736000763;SEVILLA;I.E. SANTA BARBARA SEDE NUESTRA SEÑORA DE FATIMA;RURAL;VDA ESTACIÓN CAICEDONIA;NUESTRA SEÑORA DE FATIMA;3136493635;13;13;8;11;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;JUNTA ADMINISTRADORA DEL ACUEDUCTO ESTACION CAICEDONIA;SIN RIESGO;SIN RIESGO;198;FILTRO EKOFIL;QUEBRADA LA HONDA;21.5;FAVORABLE CON REQUERIMIENTOS;2026-04-16;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;774;INSTITUCION EDUCATIVA SANTA BARBARA;ESC NUESTRA SEÑORA DE FATIMA;ACTIVA;OFICIAL;ESPECIAL;EDUCACIÓN MEDIA;VD ESTACION CAICEDONIA;-75.8881816333;4.19341191929;-75.8881816333;4.19341191929;0.0;0.0;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;8;2.019;IE SANTA BARBARA;ESC NUESTRA SEÑORA DE FATIMA;RURAL;CORREG  ESTACION CAICEDONIA;COINCIDENCIA_NOMBRE_FUERTE;0.925;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;14.96;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
300;276670000031;SAN PEDRO;I.E. JULIO CAICEDO TELLEZ SEDE VICENTE H CRUZ;RURAL;VDA POSITOS;VICENTE H CRUZ;3122089057;7;0;7;0;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;SI;JUNTA DE ACCIÓN COMUNAL POSITOS;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;16655;FILTRO EKOFIL;QUEBRADA LA ITALIA;No registra;FAVORABLE CON REQUERIMIENTOS;2026-04-16;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;741;INSTITUCION EDUCATIVA JULIO CAICEDO TELLEZ;VICENTE H CRUZ;ACTIVA;OFICIAL;ESPECIAL;EDUCACIÓN BÁSICA PRIMARIA;VDA POSITOS;-76.17701257;3.953629265;-76.17701257;3.953629265;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;68.44;ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;3.79;BAJA
301;276122000244;CAICEDONIA;I.E. LA CONSOLITA SEDE NUESTRA SEÑORA DEL PERPETUO SOCORRO;RURAL;VDA LA SUIZA;NUESTRA SEÑORA DEL PERPETUO SOCORRO;3113188226;8;8;7;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS ACUEDUCTO LA SUIZA;RIESGO MEDIO;MEDIO;2148;;QUEBRADA LA LAGUNA;25;FAVORABLE CON REQUERIMIENTOS;2026-03-03;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;188;INSTITUCION EDUCATIVA LA CONSOLITA;NUESTRA SEÑORA DEL PERPETUO SOCORRO;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA LA SUIZA;-75.86832854;4.297464074;-75.86832854;4.297464074;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.936;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;35.76;MEDIA;Mantener seguimiento preventivo dentro de la programación regular.;2.0;BAJA
302;276126000133;CALIMA;I.E. JOHN F. KENNEDY SEDE JOHN F. KENNEDY;RURAL;VDA GAVIOTA BAJA;JOHN F. KENNEDY;3166884283;16;16;16;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO RURAL LA GAVIOTA BAJA - ACUAGAVIOTA;SIN RIESGO;SIN RIESGO;1114;ACUEDUCTO RURAL;QUEBRADA LA LEONA;26/30;FAVORABLE CON REQUERIMIENTOS;2026-01-29;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;211;CENTRO EDUCATIVO JOHN F. KENNEDY;JOHN F. KENNEDY;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA SECUNDARIA;CORREG LA GAVIOTA;-76.43116668;3.991239357;-76.43116668;3.991239357;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;16;;;;;;SIN_CANDIDATOS_MUNICIPIO;;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;15.49;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
303;276126000338;CALIMA;C.E JOHN F. KENNEDY SEDE GENERAL SANTANDER;RURAL;VEREDA GAVIOTA ALTA;GENERAL SANTANDER;3156943538;6;6;6;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO RURAL LA GAVIOTA BAJA - ACUAGAVIOTA;SIN RIESGO;SIN RIESGO;1114;ACUEDUCTO RURAL;QUEBRADA LA LEONA;26/30;FAVORABLE CON REQUERIMIENTOS;2026-01-29;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;219;CENTRO EDUCATIVO JOHN F. KENNEDY;GENERAL SANTANDER;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;CORREG LA GAVIOTA PARTE ALTA;-76.42103018;3.996950063;-76.42103018;3.996950063;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;6;;;;;;SIN_CANDIDATOS_MUNICIPIO;;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;13.08;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
304;276100000861;BOLIVAR;ESCUELA NUESTRA SEÑORA DEL CARMEN N. 52;RURAL;VDA EL MESTIZO NACI;;3233967220;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;NO REGISTRA;NO REGISTRA;SD;SIN DATO;SIN DATO;NACIMIENTO;QUEBRADA LA LEONOR;0.0;FAVORABLE CON REQUERIMIENTOS;2025-04-24;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;"SIN_DATO_IRCA; SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;28.7;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.0;BAJA
305;276122000180;CAICEDONIA;I.E RURAL CAICEDONIA SEDE SANTA TERESITA;RURAL;VDA SAN GERARDO;SANTA TERESITA;3136433991;8;8;4;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA SAN GERARDO DE CAICEDONIA;SIN RIESGO;SIN RIESGO;11052;;QUEBRADA LA LETICIA Y CAMPOAZUL;20.5;FAVORABLE CON REQUERIMIENTOS;2026-02-12;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;198;INSTITUCION EDUCATIVA RURAL CAICEDONIA;CENT DOC  NO 24 SANTA TERESITA;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA SAN GERARDO ALTO;-75.80277439;4.279856063;-75.80277439;4.279856063;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;4;;;;;;SIN_COINCIDENCIA_FUERTE;0.609;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;13.76;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
306;276275000243;FLORIDA;I.E. JOSE MARIA CORDOBA SEDE MARIA AUXILIADORA;RURAL;VEREDA PUERTO NUEVO;MARIA AUXILIADORA;3137511021;13;13;6;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;PROAGUA PUEBLO NUEVO;RIESGO ALTO;ALTO;;ACUEDUCTO RURAL - FILTRO EKOFIL;QUEBRADA LA LIONTA;17,5/30;DESFAVORABLE;2019-12-06;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;434;INSTITUCION EDUCATIVA JOSE MARIA CORDOBA;MARIA AUXILIADORA;ACTIVA;OFICIAL;UNICA;EDUCACIÓN MEDIA;CORREG PUEBLO NUEVO;-76.19025727;3.25766909;-76.19025727;3.25766909;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;6;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;60.41;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;4.13;MEDIA
307;276616000549;RIOFRIO;ESCUELA MARIA AUXILIADORA N. 18;RURAL;VDA MORROPLANCHO;;3117381543;16;16;19;18;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO ACUAMORROPLANCHO ALTO;RIESGO ALTO;ALTO;9977;ACUEDUTO RURAL;QUEBRADA LA LORENA;16.0;FAVORABLE CON REQUERIMIENTOS;2025-04-21;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;674;INSTITUCION EDUCATIVA CAMILO TORRES;MARIA AUXILIADORA;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN MEDIA;VDA MORROPLANCHO;-76.3950093;4.157061891;-76.3950093;4.157061891;-76.4;4.16;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;19;2.019;IE CAMILO TORRES;MARIA AUXILIADORA;RURAL;VDA MORROPLANCHO;COINCIDENCIA_NOMBRE_FUERTE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;56.74;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;3.88;BAJA
308;276036000193;ANDALUCÍA;I.E. AGRICOLA CAMPOALEGRE SEDE SAN FRANCISCO;RURAL;VDA POTRERILLO;SAN FRANCISCO;3165066725;15;15;14;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;JUNTA ADMINISTRADORA ACUEDUCTO POTRERILLO;RIESGO ALTO;ALTO;1121;;QUEBRADA LA LUCIANA;18;FAVORABLE CON REQUERIMIENTOS;2026-02-10;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;32;INSTITUCION EDUCATIVA AGRICOLA CAMPOALEGRE;SAN FRANCISCO;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA SECUNDARIA;CORREG POTRERILLO;-76.097116;4.108618;-76.097116;4.108618;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;14;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;56.58;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;3.79;BAJA
309;276036000223;ANDALUCÍA;I.E AGRICOLA CAMPO ALEGRE SEDE JOSE ANTONIO ANZOATEGUI;RURAL;VEREDA PARDO ALTO;JOSE ANTONIO ANZOATEGUI;3148626068;30;30;34;39;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO RURAL PARDO ALTO;RIESGO ALTO;ALTO;13246;;QUEBRADA LA LUISA;16;FAVORABLE CON REQUERIMIENTOS;2026-02-09;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;34;INSTITUCION EDUCATIVA AGRICOLA CAMPOALEGRE;JOSE ANTONIO ANZOATEGUI;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA SECUNDARIA;CORREG PARDO;-76.085464;4.080975;-76.085464;4.080975;-76.09;4.08;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;34;2.019;IE AGRICOLA CAMPOALEGRE;JOSE ANTONIO ANZOATEGUI;RURAL;CORREG PARDO ALTO;COINCIDENCIA_NOMBRE_FUERTE;0.931;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;58.37;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;4.7;MEDIA
310;276318000129;GUACARÍ;I.E. GENERAL SANTANDER SEDE MARCO FIDEL SUAREZ;RURAL;VEREDA CHAFALOTE;MARCO FIDEL SUAREZ;3137439783;13;13;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOJUMACHAGUA;RIESGO ALTO;ALTO;359;DESINFECCIÓN;QUEBRADA LA MAGDALENA;44.56;DESFAVORABLE;2026-02-11;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;496;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_COORDENADA;SI;MEDIA;62.41;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;4.13;MEDIA
311;476318000713;GUACARÍ;I.E. GENERAL SANTANDER SEDE CLIMACO LENIS;RURAL;VEREDA ALTO DE LA MAGDALENA;CLIMACO LENIS;3174701848;3;3;3;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOJUMACHAGUA;RIESGO ALTO;ALTO;359;DESINFECCIÓN;QUEBRADA LA MAGDALENA;44.56;DESFAVORABLE;2026-02-11;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;500;INSTITUCION EDUCATIVA GENERAL SANTANDER;CLIMACO LENIS;ACTIVA;ORGANIZACIÓN CON FINES DE LUCRO;ESPECIAL;EDUCACIÓN MEDIA;VDA ALTO MAGDALENA;-76.20882405;3.810299156;-76.20882405;3.810299156;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;3;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;57.01;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;2.17;BAJA
312;276318000081;GUACARÍ;I.E. GENERAL SANTANDER SEDE VIRGEN DE FATIMA;RURAL;VEREDA LA MAGDALENA;VIRGEN DE FATIMA;6029539726;7;7;7;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOJUMACHAGUA;RIESGO ALTO;ALTO;359;DESINFECCIÓN;QUEBRADA LA MAGDALENA;44.56;DESFAVORABLE;2026-02-11;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;504;INSTITUCION EDUCATIVA GENERAL SANTANDER;VIRGEN DE FATIMA;ACTIVA;OFICIAL;ESPECIAL;EDUCACIÓN MEDIA;CORREG LA MAGDALENA;-76.21676193;3.800590955;-76.21676193;3.800590955;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;58.89;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;3.25;BAJA
313;276563000045;PRADERA;I.E. MERCEDES ABREGO SEDE PRINCIPAL;RURAL;CORREGIMIENTO EL RETIRO;I.E. MERCEDES ABREGO SEDE PRINCIPAL;3146822640;17;17;0;28;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUASALUD EL RETIRO;RIESGO ALTO;ALTO;;ACUEDUCTO RURAL;QUEBRADA LA MALTINA;20/30;DESFAVORABLE;2020-10-07;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;;624;;;;;;;;-76.14;3.45;;;-76.14;3.45;MEN_SEDES;COMPLEMENTADA_CON_MEN;0;0;2.019;I.E. MERCEDES ABREGO;I.E. MERCEDES ABREGO - SEDE PRINCIPAL;RURAL;CORREG EL RETIRO;COINCIDENCIA_NOMBRE_FUERTE;0.972;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;61.1;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;4.52;MEDIA
