id,mun,aro,amb,loc,prest,pob,q,precip_mm,temp_mean,precip_idx,temp_anom,precip_sev,temp_sev,clima_score,P_clima,clasif_fuente
ELNINO_0001,ALCALA,Norte Cartago,Rural,EL EDEN,ASOCIACION DE USUARIOS DEL ACUEDUCTORURAL VEREDA EL EDEN (ASOCOAGUAS),208,8.0,13.68,21.69,31.9,1.56,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0002,ALCALA,Norte Cartago,Rural,"CONGAL , MARAVELEZ PARTE ALTA",ADMINISTRACION COOPERATIVA MARAVELEZ - ALCALA E.S.P.(SISTEMA #1),796,29.0,13.28,19.49,32.2,1.25,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0003,ALCALA,Norte Cartago,Rural,"CONGAL, MARAVELEZ PARTE BAJA, LA POLONIA , LA CAPILLA",ADMINISTRACION COOPERATIVA MARAVELEZ - ALCALA E.S.P.(SISTEMA #2),412,13.0,13.28,19.49,32.2,1.25,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0004,ALCALA,Norte Cartago,Rural,"(PARTE ALTA) BELGICA , LA FLORESTA , SAN FELIPE , LOS SAUCES , PLAYAS VERDES",ADMINISTRACION COOPERATIVA MARAVELEZ - ALCALA E.S.P.(SISTEMA #3),1928,10.0,12.38,19.49,31.0,1.56,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0005,ALCALA,Norte Cartago,Rural,"MARAVELEZ, EL CONGAL, SAN FELIPE, LA CAÑA, TRINCHERAS",ADMINISTRACION COOPERATIVA MARAVELEZ - ALCALA E.S.P.(SISTEMA #4),476,5.0,13.28,19.49,32.2,1.25,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0006,ALCALA,Norte Cartago,Rural,"HIGUERON, LA UNION, SAN FELIPE , LA ESTRELLA , DINDE BAJO",ADMINISTRACION COOPERATIVA MARAVELEZ - ALCALA E.S.P.(SISTEMA #5),1052,9.0,13.68,21.69,31.9,1.56,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0007,ALCALA,Norte Cartago,Rural,EL DINDE (PARTE ALTA) FUENTE Q BUENAVISTA,ADMINISTRACION COOPERATIVA MARAVELEZ - ALCALA E.S.P.(SISTEMA #6),216,6.0,17.2,21.75,37.8,1.71,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0008,ALCALA,Norte Cartago,Rural,LA CUCHILLA PARTE ALTA,ADMINISTRACION COOPERATIVA MARAVELEZ - ALCALA E.S.P.(SISTEMA #7),172,3.0,13.28,19.49,32.2,1.25,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0009,ALCALA,Norte Cartago,Rural,LA CUCHILLA PARTE BAJA,ADMINISTRACION COOPERATIVA MARAVELEZ - ALCALA E.S.P.(SISTEMA #8),140,2.0,13.28,19.49,32.2,1.25,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0010,ALCALA,Norte Cartago,Urbano,URBANO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,11760,25.0,12.38,19.49,31.0,1.56,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0011,ANDALUCÍA,Centro Tuluá,Rural,POTRERILLO,ACUEDUCTO POTRERILLO,172,1.5,8.06,20.04,26.2,1.45,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0288,ANDALUCÍA,Centro Tuluá,Rural,UNION CASCAJERO,ACUEDUCTO RURAL COMUNITARIO LA UNION CASCAJERO,256,1.0,8.14,18.44,24.9,0.94,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0013,ANDALUCÍA,Centro Tuluá,Rural,EL PLACER,ACUEDUCTO RURAL EL PLACER,92,1.0,8.06,20.04,26.2,1.45,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0014,ANDALUCÍA,Centro Tuluá,Rural,PARDO ALTO,ACUEDUCTO RURAL PARDO ALTO,200,0.5,5.9,19.1,20.9,1.45,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0012,ANDALUCÍA,Centro Tuluá,Rural,ALTAFLOR,ASOCIACION RURAL COMUNITARIA DE AGUA POTABLE Y SANEAMIENTO BASICO DEL CORREGIMIENTO DE ALTA FLOR - ACUAFLOR,216,1.0,7.82,18.44,24.8,1.15,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0402,ANDALUCÍA,Centro Tuluá,Rural,PEÑON ALTO,MUNICIPIO DE ANDALUCIA PEÑON ALTO,200,0.8,8.29,21.33,24.5,0.97,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0017,ANDALUCÍA,Centro Tuluá,Urbano,"URBANO, CAMPOALEGRE, ZABALETAS, EL SALTO, TAMBORAL, ZAJONDE PIEDRA, EL ORIENTE, MADRE VIEJA, LA PAZ",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,26000,118.0,9.17,21.33,25.1,1.5,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0018,ANSERMANUEVO,Norte Cartago,Rural,LA HONDURA,ACUEDUCTO COMUNITARIO LA HONDURA,152,4.0,16.07,20.05,31.7,1.31,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0019,ANSERMANUEVO,Norte Cartago,Rural,BARRIO SALAZAR,ACUEDUCTO COMUNITARIO SALAZAR,1280,1.5,19.04,21.86,38.5,1.19,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0020,ANSERMANUEVO,Norte Cartago,Rural,EL DIAMANTE,ACUEDUCTO RURAL EL DIAMANTE,80,1.5,16.07,20.05,31.7,1.31,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0021,ANSERMANUEVO,Norte Cartago,Rural,LA ESPERANZA,ACUEDUCTO RURAL VEREDA LA ESPERANZA,112,2.5,19.81,19.56,36.6,1.31,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0022,ANSERMANUEVO,Norte Cartago,Rural,LAS PALOMAS,ACUEDUCTO VEREDAS LAS PALOMAS- EL BOSQUE,68,0.1,16.07,20.05,31.7,1.31,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0023,ANSERMANUEVO,Norte Cartago,Rural,"EL ROBLE, LUSITANIA, LA DIAMANTINA",ASOCIACION DE USUARIOS DEL ACUEDUCTOS DEL ROBLE MUNICIPIO DE ANSERMANUEVO -ACUAROBLE - SISTEMA 1,540,0.15,19.81,19.56,36.6,1.31,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0024,ANSERMANUEVO,Norte Cartago,Rural,"LA QUIEBRA DEL ROBLE, EL CIPRES, SANTA BARBARA, TRES ESQUINAS, LA PUERTA",ASOCIACION DE USUARIOS DEL ACUEDUCTOS DEL ROBLE MUNICIPIO DE ANSERMANUEVO - ACUAROBLE - SISTEMA 2,384,7.1,15.64,19.09,29.6,1.31,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0025,ANSERMANUEVO,Norte Cartago,Rural,"EL VERGEL, LA PEDRERA",ASOCIACION DE USUARIOS DEL ACUEDUCTO EL VERGEL -ACUAVERGEL,880,10.0,16.36,19.09,29.6,0.82,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0026,ANSERMANUEVO,Norte Cartago,Rural,REAL BRILLANTE,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA EL REAL BRILLANTE,40,1.0,16.11,19.09,31.3,1.19,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0027,ANSERMANUEVO,Norte Cartago,Rural,LA DIVISA,ASOCIACION GESTIÓN COMUNITARIA DE AGUA DE LA COMUNIDAD VEREDA LA DIVISA,56,2.0,19.81,19.56,36.6,1.31,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0028,ANSERMANUEVO,Norte Cartago,Rural,LA POPALITA,ASOCIACION GESTION COMUNITARIA DEL AGUA DE LA COMUNIDAD RURAL LA POPALITA,92,1.0,18.93,19.07,35.2,1.31,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0029,ANSERMANUEVO,Norte Cartago,Rural,REAL PLACER,ASOCIACION GESTORA COMUNITARIA DEL AGUA DE LA COMUNIDAD RURAL REAL PLACER (ACUAPLACER),32,1.5,16.07,20.05,31.7,1.31,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0030,ANSERMANUEVO,Norte Cartago,Rural,LA CABAÑA.,ASOCIACION GESTORA COMUNITARIA DEL AGUA DEL CORREGIMIENTO LA CABAÑA,120,0.5,16.07,20.05,31.7,1.31,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0031,ANSERMANUEVO,Norte Cartago,Rural,EL TIGRE,JUNTA ADMINISTRADORA ACUEDUCTO RURAL EL TIGRE( VEREDA BAJO TIGRE),140,2.0,18.93,19.07,35.2,1.31,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0032,ANSERMANUEVO,Norte Cartago,Rural,EL CASTILLO,JUNTA ADMON ACUEDUCTO EL CASTILLO ALTO Y BAJO,140,0.6,18.93,19.07,35.2,1.31,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0033,ANSERMANUEVO,Norte Cartago,Rural,EL TIGRE,JUNTA ADMON ACUEDUCTO EL TIGRE (VEREDA ALTO TIGRE),64,1.0,18.93,19.07,35.2,1.31,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0034,ANSERMANUEVO,Norte Cartago,Rural,EL VILLAR,JUNTA DE ACCION COMUNAL ACUEDUCTO EL VILLAR,672,8.0,15.64,19.09,29.6,1.31,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0036,ANSERMANUEVO,Norte Cartago,Urbano,"URBANO, ANACARO, GRAMALOTE",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ANSERMANUEVO,13904,40.0,19.04,21.86,38.5,1.19,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0038,ARGELIA,Norte Cartago,Rural,"LA SOLEDAD , LA PAZ, LA PRIMAVERA, TARRITOS, EL RIO",ADMINISTRACION COOPERATIVA SAN ROQUE- LA SOLEDAD,800,5.0,17.81,19.06,38.6,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0039,ARGELIA,Norte Cartago,Rural,"LAS BRISAS, EL RAIZAL, LA AURORA, CAJONES, LA PAZ",ADMINISTRACION COOPERATIVA SAN ROQUE-LAS BRISAS - RAIZAL SISTEMA # 2,800,,22.11,19.07,38.7,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0040,ARGELIA,Norte Cartago,Rural,LA CRISTALINA,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA CRISTALINA,72,,17.81,19.06,38.6,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0041,ARGELIA,Norte Cartago,Rural,"LA PALMA, LA BELLA, LA TEBAIDA, CALENTADEROS, RECREO, CRUCERO.",ASOCIACION DE USUARIOS DEL ACUEDUCTO LA PALMA,368,5.0,18.99,19.07,37.3,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0042,ARGELIA,Norte Cartago,Rural,MARACAIBO,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE MARACAIBO,340,3.0,17.81,19.06,38.6,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0043,ARGELIA,Norte Cartago,Rural,BARRIO VILLANUBIA,JUNTA ADMINISTRADORA DEL ACUEDUCTO BARRIO VILLA NUBIA,56,0.02,18.99,19.07,37.3,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0044,ARGELIA,Norte Cartago,Rural,CALENTADORES,JUNTA ADMINISTRATIVA CALENTADORES,76,,8.06,20.04,26.2,1.45,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0045,ARGELIA,Norte Cartago,Urbano,"URBANO, LA ESTRELLA",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ARGELIA,3092,38.0,18.99,19.07,37.3,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0046,BOLÍVAR,Centro Tuluá,Rural,PUNTA LARGA,"ACUASALUD ""PUNTA LARGA""",168,2.0,15.67,19.13,38.8,1.12,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0047,BOLÍVAR,Centro Tuluá,Rural,SAN ISIDRO,ACUEDUCTO CORPOSANISIDRO,280,6.0,14.51,18.6,33.8,1.12,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0048,BOLÍVAR,Centro Tuluá,Rural,LA AGUADA,ACUEDUCTO LA REFORMA VEREDA LA AGUADA,680,2.5,11.77,19.13,31.6,1.47,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0049,BOLÍVAR,Centro Tuluá,Rural,CABAÑA ALTA,ACUEDUCTO RURAL CABAÑA ALTA,60,1.0,17.27,19.91,43.6,1.76,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0050,BOLÍVAR,Centro Tuluá,Rural,CABAÑA BAJA,ACUEDUCTO RURAL CABAÑA BAJA,68,1.5,9.17,21.33,25.1,1.5,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0051,BOLÍVAR,Centro Tuluá,Rural,EL FUSIL,ACUEDUCTO RURAL EL FUSIL,48,1.0,17.65,20.07,40.0,1.48,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0052,BOLÍVAR,Centro Tuluá,Rural,DOS QUEBRADAS,ACUEDUCTO RURAL EL MATADERO DOS QUEBRADAS,108,,16.98,18.6,37.5,1.23,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0053,BOLÍVAR,Centro Tuluá,Rural,RICAURTE,ASOCIACION DE USUARIO DEL AGUA POTABLE Y ALCANTARILLADO DE RICAURTE,2448,5.0,10.89,19.13,29.3,1.22,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0054,BOLÍVAR,Centro Tuluá,Rural,DE NARANJAL,ASOCIACION DE USUARIOS ACUEDCUTO DE NARANJAL,2000,8.0,19.46,20.07,43.3,1.55,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0055,BOLÍVAR,Centro Tuluá,Rural,LA MARIA,ASOCIACION DE USUARIOS ACUEDUCTO LA MARIA,232,1.5,13.07,19.13,32.6,1.48,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0056,BOLÍVAR,Centro Tuluá,Rural,LA TULIA,ASOCIACION DE USUARIOS ACUEDUCTO LA TULIA,1824,,11.77,19.13,31.6,1.47,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0057,BOLÍVAR,Centro Tuluá,Rural,EL ORO,ASOCIACION DE USUARIOS ACUEDUCTO RURAL EL ORO,120,1.0,23.61,21.53,52.8,1.76,0,2,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0058,BOLÍVAR,Centro Tuluá,Rural,BUENOS AIRES,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE BUENOS AIRES,120,2.0,13.07,19.13,32.6,1.48,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0059,BOLÍVAR,Centro Tuluá,Rural,EL BOSQUE,ASOCIACION DE USUARIOS DEL ACUEDUCTO EL BOSQUE # 1,136,1.0,13.07,19.13,32.6,1.48,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0060,BOLÍVAR,Centro Tuluá,Rural,LA HERRADURA,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA HERRADURA,488,,9.75,19.26,26.7,1.22,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0061,BOLÍVAR,Centro Tuluá,Rural,LA TULIA,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA TULIA PORVENIR,200,,11.77,19.13,31.6,1.47,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0062,BOLÍVAR,Centro Tuluá,Rural,LA PLAZUELA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA LA PLAZUELA,240,2.0,11.77,19.13,31.6,1.47,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0063,BOLÍVAR,Centro Tuluá,Rural,AGUAS LINDAS,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LAS VEREDAS AGUAS LINDAS Y BUENOS AIRES,244,2.0,21.16,21.53,49.8,1.48,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
